boat	have	dog
cat	eat	pizza
truck	carry	truck
cat	grab	sandwich
cat	inspect	carrot
dog	hold	cat
cat	lie	mouse
person	lead	cow
truck	pull	truck
truck	lift	truck
person	feed	bottle
truck	have	dog
person	paddle	boat
person	drive	boat
cat	chase	mouse
cow	follow	cow
person	feed	cow
person	feed	apple
boat	have	truck
person	drive	truck
cat	attack	umbrella
person	ride	zebra
person	release	cow
cat	sniff	bowl
cat	watch	cup
cat	watch	dog
dog	ride	surfboard
elephant	pick	banana
bear	eat	carrot
bear	hold	carrot
cat	smell	vase
dog	return	frisbee
person	give	carrot
person	walk	suitcase
person	drag	suitcase
horse	chase	dog
cat	fill	suitcase
dog	meet	horse
elephant	pick	carrot
cat	spot	remote
dog	have	donut
person	follow	dog
elephant	pet	elephant
dog	attack	skateboard
elephant	wash	elephant
dog	have	carrot
dog	have	umbrella
person	hold	tie
elephant	help	elephant
dog	carry	umbrella
elephant	goose	elephant
dog	have	bottle
boat	meet	boat
person	hand	umbrella
person	color	umbrella
person	examine	tie
elephant	carry	person
umbrella	obscure	person
person	drink	bottle
dog	grab	frisbee
person	use	umbrella
elephant	walk	elephant
dog	bring	frisbee
elephant	touch	elephant
person	adjust	tie
dog	watch	person
person	walk	umbrella
dog	smell	carrot
person	wih	dog
person	help	elephant
backpack	match	suitcase
elephant	feed	carrot
bird	sit	umbrella
person	wash	elephant
dog	eat	cake
person	ride	skis
dog	shake	frisbee
bear	sniff	bear
dog	sniff	cake
dog	watch	horse
zebra	pass	zebra
person	pet	horse
dog	stand	keyboard
dog	wear	frisbee
person	swing	frisbee
person	feed	horse
dog	haul	frisbee
bottle	have	orange
dog	sit	sink
dog	hold	toothbrush
person	toss	frisbee
person	fix	skis
dog	balance	cup
dog	shape	cake
zebra	nuzzle	zebra
horse	pull	car
bowl	have	apple
person	see	dog
vase	have	horse
cup	have	broccoli
zebra	chase	zebra
dog	pull	frisbee
zebra	feed	zebra
dog	lay	book
bowl	hold	banana
person	wear	skis
person	drag	horse
cake	have	horse
dog	offer	frisbee
person	feed	dog
person	watch	bear
person	prepare	horse
person	glass	backpack
bear	nuzzle	bear
person	hold	horse
dog	release	frisbee
dog	jump	frisbee
boat	drag	person
broccoli	meat	pizza
spoon	mix	bowl
person	stick	fork
person	hold	apple
person	have	skateboard
person	turn	skis
person	cut	banana
person	slice	banana
person	eat	sandwich
person	push	snowboard
person	handle	broccoli
person	cut	broccoli
person	dip	broccoli
bowl	contain	broccoli
person	cut	sandwich
person	slice	sandwich
knife	split	apple
broccoli	fill	bowl
bear	enjoy	carrot
person	hold	pizza
person	prepare	sandwich
cup	hold	scissors
person	use	skateboard
person	hold	knife
person	peel	banana
person	shape	apple
apple	shape	clock
apple	have	clock
person	grab	skateboard
vase	bowl	cup
person	take	apple
person	hold	orange
person	have	orange
person	pierce	apple
pizza	have	fork
pizza	have	knife
person	place	carrot
dog	have	dog
cake	hold	knife
person	touch	skateboard
cup	eat	donut
person	have	skis
person	grab	donut
person	throw	snowboard
sandwich	have	knife
person	pick	donut
person	eat	donut
person	ollie	skateboard
person	have	snowboard
cake	have	truck
person	surf	person
pizza	eat	pizza
person	have	cake
person	have	surfboard
person	frost	cake
person	decorate	cake
person	use	scissors
cat	jump	bed
bed	sit	chair
bed	have	chair
person	sit	book
cat	lick	laptop
person	light	cake
surfboard	carry	surfboard
person	hold	laptop
person	rid	surfboard
person	lead	surfboard
keyboard	have	mouse
kite	chase	kite
person	click	mouse
couch	have	laptop
person	operate	kite
kite	fly	airplane
cat	cuddle	remote
couch	table	chair
person	guide	kite
person	have	clock
person	mount	clock
clock	say	clock
person	get	laptop
person	grab	bowl
person	show	clock
person	sit	bench
bird	hold	bowl
person	stab	person
refrigerator	have	bottle
